DateTime,phuTai,giaBien
1/3/2016 4:00,23579,125
1/3/2016 4:30,23579,125
1/3/2016 5:00,23774,125
1/3/2016 5:30,23774,124
1/3/2016 6:00,24270,959
1/3/2016 6:30,24270,960
1/3/2016 7:00,25719,1093
1/3/2016 7:30,25719,965
1/3/2016 8:00,26970,999
1/3/2016 8:30,26970,1055
1/3/2016 9:00,28928,1004
1/3/2016 9:30,28928,1183
1/3/2016 10:00,29243,1206
1/3/2016 10:30,29243,1142
1/3/2016 11:00,27080,1177
1/3/2016 11:30,27080,1120
1/3/2016 12:00,27363,129
1/3/2016 12:30,27363,130
1/3/2016 13:00,28408,965
1/3/2016 13:30,28408,1054
1/3/2016 14:00,29516,1100
1/3/2016 14:30,29516,1142
1/3/2016 15:00,29791,140
1/3/2016 15:30,29791,142
1/3/2016 16:00,31482,1154
1/3/2016 16:30,31482,1780
1/3/2016 17:00,33600,1785
1/3/2016 17:30,33600,1789
1/3/2016 18:00,29917,1680
1/3/2016 18:30,29917,1776
1/3/2016 19:00,28256,1247
1/3/2016 19:30,28256,143
1/3/2016 20:00,27761,141
1/3/2016 20:30,27761,140
1/3/2016 21:00,26268,137
1/3/2016 21:30,26268,134
1/3/2016 22:00,24461,1239
1/3/2016 22:30,24461,1229
1/3/2016 23:00,23469,1226
1/3/2016 23:30,23469,1175
1/4/2016 0:00,23872,130
1/4/2016 0:30,23872,129
1/4/2016 1:00,23568,127
1/4/2016 1:30,23568,126
1/4/2016 2:00,23165,126
1/4/2016 2:30,23165,126
1/4/2016 3:00,23430,125
1/4/2016 3:30,23430,125
1/4/2016 4:00,23579,125
1/4/2016 4:30,23579,125
1/4/2016 5:00,23774,125
1/4/2016 5:30,23774,124
1/4/2016 6:00,24270,959
1/4/2016 6:30,24270,960
1/4/2016 7:00,25719,1093
1/4/2016 7:30,25719,965
1/4/2016 8:00,26970,999
1/4/2016 8:30,26970,1055
1/4/2016 9:00,28928,1004
1/4/2016 9:30,28928,1183
1/4/2016 10:00,29243,1206
1/4/2016 10:30,29243,1142
1/4/2016 11:00,27080,1177
1/4/2016 11:30,27080,1120
1/4/2016 12:00,27363,129
1/4/2016 12:30,27363,130
1/4/2016 13:00,28408,965
1/4/2016 13:30,28408,1054
1/4/2016 14:00,29516,1100
1/4/2016 14:30,29516,1142
1/4/2016 15:00,29791,140
1/4/2016 15:30,29791,142
1/4/2016 16:00,31482,1154
1/4/2016 16:30,31482,1780
1/4/2016 17:00,33600,1785
1/4/2016 17:30,33600,1789
1/4/2016 18:00,29917,1680
1/4/2016 18:30,29917,1776
1/4/2016 19:00,28256,1247
1/4/2016 19:30,28256,143
1/4/2016 20:00,27761,141
1/4/2016 20:30,27761,140
1/4/2016 21:00,26268,137
1/4/2016 21:30,26268,134
1/4/2016 22:00,24461,1239
1/4/2016 22:30,24461,1229
1/4/2016 23:00,23469,1226
1/4/2016 23:30,23469,1175
1/5/2016 0:00,23872,130
1/5/2016 0:30,23872,129
1/5/2016 1:00,23568,127
1/5/2016 1:30,23568,126
1/5/2016 2:00,23165,126
1/5/2016 2:30,23165,126
1/5/2016 3:00,23430,125
1/5/2016 3:30,23430,125
1/5/2016 4:00,23579,125
1/5/2016 4:30,23579,125
1/5/2016 5:00,23774,125
1/5/2016 5:30,23774,124
1/5/2016 6:00,24270,959
1/5/2016 6:30,24270,960
1/5/2016 7:00,25719,1093
1/5/2016 7:30,25719,965
1/5/2016 8:00,26970,999
1/5/2016 8:30,26970,1055
1/5/2016 9:00,28928,1004
1/5/2016 9:30,28928,1183
1/5/2016 10:00,29243,1206
1/5/2016 10:30,29243,1142
1/5/2016 11:00,27080,1177
1/5/2016 11:30,27080,1120
1/5/2016 12:00,27363,129
1/5/2016 12:30,27363,130
1/5/2016 13:00,28408,965
1/5/2016 13:30,28408,1054
1/5/2016 14:00,29516,1100
1/5/2016 14:30,29516,1142
1/5/2016 15:00,29791,140
1/5/2016 15:30,29791,142
1/5/2016 16:00,31482,1154
1/5/2016 16:30,31482,1780
1/5/2016 17:00,33600,1785
1/5/2016 17:30,33600,1789
1/5/2016 18:00,29917,1680
1/5/2016 18:30,29917,1776
1/5/2016 19:00,28256,1247
1/5/2016 19:30,28256,143
1/5/2016 20:00,27761,141
1/5/2016 20:30,27761,140
1/5/2016 21:00,26268,137
1/5/2016 21:30,26268,134
1/5/2016 22:00,24461,1239
1/5/2016 22:30,24461,1229
1/5/2016 23:00,23469,1226
1/5/2016 23:30,23469,1175
1/6/2016 0:00,23872,130
1/6/2016 0:30,23872,129
1/6/2016 1:00,23568,127
1/6/2016 1:30,23568,126
1/6/2016 2:00,23165,126
1/6/2016 2:30,23165,126
1/6/2016 3:00,23430,125
1/6/2016 3:30,23430,125
1/6/2016 4:00,23579,125
1/6/2016 4:30,23579,125
1/6/2016 5:00,23774,125
1/6/2016 5:30,23774,124
1/6/2016 6:00,24270,959
1/6/2016 6:30,24270,960
1/6/2016 7:00,25719,1093
1/6/2016 7:30,25719,965
1/6/2016 8:00,26970,999
1/6/2016 8:30,26970,1055
1/6/2016 9:00,28928,1004
1/6/2016 9:30,28928,1183
1/6/2016 10:00,29243,1206
1/6/2016 10:30,29243,1142
1/6/2016 11:00,27080,1177
1/6/2016 11:30,27080,1120
1/6/2016 12:00,27363,129
1/6/2016 12:30,27363,130
1/6/2016 13:00,28408,965
1/6/2016 13:30,28408,1054
1/6/2016 14:00,29516,1100
1/6/2016 14:30,29516,1142
1/6/2016 15:00,29791,140
1/6/2016 15:30,29791,142
1/6/2016 16:00,31482,1154
1/6/2016 16:30,31482,1780
1/6/2016 17:00,33600,1785
1/6/2016 17:30,33600,1789
1/6/2016 18:00,29917,1680
1/6/2016 18:30,29917,1776
1/6/2016 19:00,28256,1247
1/6/2016 19:30,28256,143
1/6/2016 20:00,27761,141
1/6/2016 20:30,27761,140
1/6/2016 21:00,26268,137
1/6/2016 21:30,26268,134
1/6/2016 22:00,24461,1239
1/6/2016 22:30,24461,1229
1/6/2016 23:00,23469,1226
1/6/2016 23:30,23469,1175
1/7/2016 0:00,23872,130
1/7/2016 0:30,23872,129
1/7/2016 1:00,23568,127
1/7/2016 1:30,23568,126
1/7/2016 2:00,23165,126
1/7/2016 2:30,23165,126
1/7/2016 3:00,23430,125
1/7/2016 3:30,23430,125
1/7/2016 4:00,23579,125
1/7/2016 4:30,23579,125
1/7/2016 5:00,23774,125
1/7/2016 5:30,23774,124
1/7/2016 6:00,24270,959
1/7/2016 6:30,24270,960
1/7/2016 7:00,25719,1093
1/7/2016 7:30,25719,965
1/7/2016 8:00,26970,999
1/7/2016 8:30,26970,1055
1/7/2016 9:00,28928,1004
1/7/2016 9:30,28928,1183
1/7/2016 10:00,29243,1206
1/7/2016 10:30,29243,1142
1/7/2016 11:00,27080,1177
1/7/2016 11:30,27080,1120
1/7/2016 12:00,27363,129
1/7/2016 12:30,27363,130
1/7/2016 13:00,28408,965
1/7/2016 13:30,28408,1054
1/7/2016 14:00,29516,1100
1/7/2016 14:30,29516,1142
1/7/2016 15:00,29791,140
1/7/2016 15:30,29791,142
1/7/2016 16:00,31482,1154
1/7/2016 16:30,31482,1780
1/7/2016 17:00,33600,1785
1/7/2016 17:30,33600,1789
1/7/2016 18:00,29917,1680
1/7/2016 18:30,29917,1776
1/7/2016 19:00,28256,1247
1/7/2016 19:30,28256,143
1/7/2016 20:00,27761,141
1/7/2016 20:30,27761,140
1/7/2016 21:00,26268,137
1/7/2016 21:30,26268,134
1/7/2016 22:00,24461,1239
1/7/2016 22:30,24461,1229
1/7/2016 23:00,23469,1226
1/7/2016 23:30,23469,1175
1/8/2016 0:00,23872,130
1/8/2016 0:30,23872,129
1/8/2016 1:00,23568,127
1/8/2016 1:30,23568,126
1/8/2016 2:00,23165,126
1/8/2016 2:30,23165,126
1/8/2016 3:00,23430,125
1/8/2016 3:30,23430,125
1/8/2016 4:00,23579,125
1/8/2016 4:30,23579,125
1/8/2016 5:00,23774,125
1/8/2016 5:30,23774,124
1/8/2016 6:00,24270,959
1/8/2016 6:30,24270,960
1/8/2016 7:00,25719,1093
1/8/2016 7:30,25719,965
1/8/2016 8:00,26970,999
1/8/2016 8:30,26970,1055
1/8/2016 9:00,28928,1004
1/8/2016 9:30,28928,1183
1/8/2016 10:00,29243,1206
1/8/2016 10:30,29243,1142
1/8/2016 11:00,27080,1177
1/8/2016 11:30,27080,1120
1/8/2016 12:00,27363,129
1/8/2016 12:30,27363,130
1/8/2016 13:00,28408,965
1/8/2016 13:30,28408,1054
1/8/2016 14:00,29516,1100
1/8/2016 14:30,29516,1142
1/8/2016 15:00,29791,140
1/8/2016 15:30,29791,142
1/8/2016 16:00,31482,1154
1/8/2016 16:30,31482,1780
1/8/2016 17:00,33600,1785
1/8/2016 17:30,33600,1789
1/8/2016 18:00,29917,1680
1/8/2016 18:30,29917,1776
1/8/2016 19:00,28256,1247
1/8/2016 19:30,28256,143
1/8/2016 20:00,27761,141
1/8/2016 20:30,27761,140
1/8/2016 21:00,26268,137
1/8/2016 21:30,26268,134
1/8/2016 22:00,24461,1239
1/8/2016 22:30,24461,1229
1/8/2016 23:00,23469,1226
1/8/2016 23:30,23469,1175
1/9/2016 0:00,23872,130
1/9/2016 0:30,23872,129
1/9/2016 1:00,23568,127
1/9/2016 1:30,23568,126
1/9/2016 2:00,23165,126
1/9/2016 2:30,23165,126
1/9/2016 3:00,23430,125
1/9/2016 3:30,23430,125
1/9/2016 4:00,23579,125
1/9/2016 4:30,23579,125
1/9/2016 5:00,23774,125
1/9/2016 5:30,23774,124
1/9/2016 6:00,24270,959
1/9/2016 6:30,24270,960
1/9/2016 7:00,25719,1093
1/9/2016 7:30,25719,965
1/9/2016 8:00,26970,999
1/9/2016 8:30,26970,1055
1/9/2016 9:00,28928,1004
1/9/2016 9:30,28928,1183
1/9/2016 10:00,29243,1206
1/9/2016 10:30,29243,1142
1/9/2016 11:00,27080,1177
1/9/2016 11:30,27080,1120
1/9/2016 12:00,27363,129
1/9/2016 12:30,27363,130
1/9/2016 13:00,28408,965
1/9/2016 13:30,28408,1054
1/9/2016 14:00,29516,1100
1/9/2016 14:30,29516,1142
1/9/2016 15:00,29791,140
1/9/2016 15:30,29791,142
1/9/2016 16:00,31482,1154
1/9/2016 16:30,31482,1780
1/9/2016 17:00,33600,1785
1/9/2016 17:30,33600,1789
1/9/2016 18:00,29917,1680
1/9/2016 18:30,29917,1776
1/9/2016 19:00,28256,1247
1/9/2016 19:30,28256,143
1/9/2016 20:00,27761,141
1/9/2016 20:30,27761,140
1/9/2016 21:00,26268,137
1/9/2016 21:30,26268,134
1/9/2016 22:00,24461,1239
1/9/2016 22:30,24461,1229
1/9/2016 23:00,23469,1226
1/9/2016 23:30,23469,1175
1/10/2016 0:00,23872,130
1/10/2016 0:30,23872,129
1/10/2016 1:00,23568,127
1/10/2016 1:30,23568,126
1/10/2016 2:00,23165,126
1/10/2016 2:30,23165,126
1/10/2016 3:00,23430,125
1/10/2016 3:30,23430,125
1/10/2016 4:00,23579,125
1/10/2016 4:30,23579,125
1/10/2016 5:00,23774,125
1/10/2016 5:30,23774,124
1/10/2016 6:00,24270,959
1/10/2016 6:30,24270,960
1/10/2016 7:00,25719,1093
1/10/2016 7:30,25719,965
1/10/2016 8:00,26970,999
1/10/2016 8:30,26970,1055
1/10/2016 9:00,28928,1004
1/10/2016 9:30,28928,1183
1/10/2016 10:00,29243,1206
1/10/2016 10:30,29243,1142
1/10/2016 11:00,27080,1177
1/10/2016 11:30,27080,1120
1/10/2016 12:00,27363,129
1/10/2016 12:30,27363,130
1/10/2016 13:00,28408,965
1/10/2016 13:30,28408,1054
1/10/2016 14:00,29516,1100
1/10/2016 14:30,29516,1142
1/10/2016 15:00,29791,140
1/10/2016 15:30,29791,142
1/10/2016 16:00,31482,1154
1/10/2016 16:30,31482,1780
1/10/2016 17:00,33600,1785
1/10/2016 17:30,33600,1789
1/10/2016 18:00,29917,1680
1/10/2016 18:30,29917,1776
1/10/2016 19:00,28256,1247
1/10/2016 19:30,28256,143
1/10/2016 20:00,27761,141
1/10/2016 20:30,27761,140
1/10/2016 21:00,26268,137
1/10/2016 21:30,26268,134
1/10/2016 22:00,24461,1239
1/10/2016 22:30,24461,1229
1/10/2016 23:00,23469,1226
1/10/2016 23:30,23469,1175
1/11/2016 0:00,23872,130
1/11/2016 0:30,23872,129
1/11/2016 1:00,23568,127
1/11/2016 1:30,23568,126
1/11/2016 2:00,23165,126
1/11/2016 2:30,23165,126
1/11/2016 3:00,23430,125
1/11/2016 3:30,23430,125
1/11/2016 4:00,23579,125
1/11/2016 4:30,23579,125
1/11/2016 5:00,23774,125
1/11/2016 5:30,23774,124
1/11/2016 6:00,24270,959
1/11/2016 6:30,24270,960
1/11/2016 7:00,25719,1093
1/11/2016 7:30,25719,965
1/11/2016 8:00,26970,999
1/11/2016 8:30,26970,1055
1/11/2016 9:00,28928,1004
1/11/2016 9:30,28928,1183
1/11/2016 10:00,29243,1206
1/11/2016 10:30,29243,1142
1/11/2016 11:00,27080,1177
1/11/2016 11:30,27080,1120
1/11/2016 12:00,27363,129
1/11/2016 12:30,27363,130
1/11/2016 13:00,28408,965
1/11/2016 13:30,28408,1054
1/11/2016 14:00,29516,1100
1/11/2016 14:30,29516,1142
1/11/2016 15:00,29791,140
1/11/2016 15:30,29791,142
1/11/2016 16:00,31482,1154
1/11/2016 16:30,31482,1780
1/11/2016 17:00,33600,1785
1/11/2016 17:30,33600,1789
1/11/2016 18:00,29917,1680
1/11/2016 18:30,29917,1776
1/11/2016 19:00,28256,1247
1/11/2016 19:30,28256,143
1/11/2016 20:00,27761,141
1/11/2016 20:30,27761,140
1/11/2016 21:00,26268,137
1/11/2016 21:30,26268,134
1/11/2016 22:00,24461,1239
1/11/2016 22:30,24461,1229
1/11/2016 23:00,23469,1226
1/11/2016 23:30,23469,1175
1/12/2016 0:00,23872,130
1/12/2016 0:30,23872,129
1/12/2016 1:00,23568,127
1/12/2016 1:30,23568,126
1/12/2016 2:00,23165,126
1/12/2016 2:30,23165,126
1/12/2016 3:00,23430,125
1/12/2016 3:30,23430,125
1/12/2016 4:00,23579,125
1/12/2016 4:30,23579,125
1/12/2016 5:00,23774,125
1/12/2016 5:30,23774,124
1/12/2016 6:00,24270,959
1/12/2016 6:30,24270,960
1/12/2016 7:00,25719,1093
1/12/2016 7:30,25719,965
1/12/2016 8:00,26970,999
1/12/2016 8:30,26970,1055
1/12/2016 9:00,28928,1004
1/12/2016 9:30,28928,1183
1/12/2016 10:00,29243,1206
1/12/2016 10:30,29243,1142
1/12/2016 11:00,27080,1177
1/12/2016 11:30,27080,1120
1/12/2016 12:00,27363,129
1/12/2016 12:30,27363,130
1/12/2016 13:00,28408,965
1/12/2016 13:30,28408,1054
1/12/2016 14:00,29516,1100
1/12/2016 14:30,29516,1142
1/12/2016 15:00,29791,140
1/12/2016 15:30,29791,142
1/12/2016 16:00,31482,1154
1/12/2016 16:30,31482,1780
1/12/2016 17:00,33600,1785
1/12/2016 17:30,33600,1789
1/12/2016 18:00,29917,1680
1/12/2016 18:30,29917,1776
1/12/2016 19:00,28256,1247
1/12/2016 19:30,28256,143
1/12/2016 20:00,27761,141
1/12/2016 20:30,27761,140
1/12/2016 21:00,26268,137
1/12/2016 21:30,26268,134
1/12/2016 22:00,24461,1239
1/12/2016 22:30,24461,1229
1/12/2016 23:00,23469,1226
1/12/2016 23:30,23469,1175
01/13/2016 00:00:00,23872,130
01/13/2016 00:30:00,23872,129
01/13/2016 01:00:00,23568,127
01/13/2016 01:30:00,23568,126
01/13/2016 02:00:00,23165,126
01/13/2016 02:30:00,23165,126
01/13/2016 03:00:00,23430,125
01/13/2016 03:30:00,23430,125
01/13/2016 04:00:00,23579,125
01/13/2016 04:30:00,23579,125
01/13/2016 05:00:00,23774,125
01/13/2016 05:30:00,23774,124
01/13/2016 06:00:00,24270,959
01/13/2016 06:30:00,24270,960
01/13/2016 07:00:00,25719,1093
01/13/2016 07:30:00,25719,965
01/13/2016 08:00:00,26970,999
01/13/2016 08:30:00,26970,1055
01/13/2016 09:00:00,28928,1004
01/13/2016 09:30:00,28928,1183
01/13/2016 10:00:00,29243,1206
01/13/2016 10:30:00,29243,1142
01/13/2016 11:00:00,27080,1177
01/13/2016 11:30:00,27080,1120
01/13/2016 12:00:00,27363,129
01/13/2016 12:30:00,27363,130
01/13/2016 13:00:00,28408,965
01/13/2016 13:30:00,28408,1054
01/13/2016 14:00:00,29516,1100
01/13/2016 14:30:00,29516,1142
01/13/2016 15:00:00,29791,140
01/13/2016 15:30:00,29791,142
01/13/2016 16:00:00,31482,1154
01/13/2016 16:30:00,31482,1780
01/13/2016 17:00:00,33600,1785
01/13/2016 17:30:00,33600,1789
01/13/2016 18:00:00,29917,1680
01/13/2016 18:30:00,29917,1776
01/13/2016 19:00:00,28256,1247
01/13/2016 19:30:00,28256,143
01/13/2016 20:00:00,27761,141
01/13/2016 20:30:00,27761,140
01/13/2016 21:00:00,26268,137
01/13/2016 21:30:00,26268,134
01/13/2016 22:00:00,24461,1239
01/13/2016 22:30:00,24461,1229
01/13/2016 23:00:00,23469,1226
01/13/2016 23:30:00,23469,1175
01/14/2016 00:00:00,23872,130
01/14/2016 00:30:00,23872,129
01/14/2016 01:00:00,23568,127
01/14/2016 01:30:00,23568,126
01/14/2016 02:00:00,23165,126
01/14/2016 02:30:00,23165,126
01/14/2016 03:00:00,23430,125
01/14/2016 03:30:00,23430,125
01/14/2016 04:00:00,23579,125
01/14/2016 04:30:00,23579,125
01/14/2016 05:00:00,23774,125
01/14/2016 05:30:00,23774,124
01/14/2016 06:00:00,24270,959
01/14/2016 06:30:00,24270,960
01/14/2016 07:00:00,25719,1093
01/14/2016 07:30:00,25719,965
01/14/2016 08:00:00,26970,999
01/14/2016 08:30:00,26970,1055
01/14/2016 09:00:00,28928,1004
01/14/2016 09:30:00,28928,1183
01/14/2016 10:00:00,29243,1206
01/14/2016 10:30:00,29243,1142
01/14/2016 11:00:00,27080,1177
01/14/2016 11:30:00,27080,1120
01/14/2016 12:00:00,27363,129
01/14/2016 12:30:00,27363,130
01/14/2016 13:00:00,28408,965
01/14/2016 13:30:00,28408,1054
01/14/2016 14:00:00,29516,1100
01/14/2016 14:30:00,29516,1142
01/14/2016 15:00:00,29791,140
01/14/2016 15:30:00,29791,142
01/14/2016 16:00:00,31482,1154
01/14/2016 16:30:00,31482,1780
01/14/2016 17:00:00,33600,1785
01/14/2016 17:30:00,33600,1789
01/14/2016 18:00:00,29917,1680
01/14/2016 18:30:00,29917,1776
01/14/2016 19:00:00,28256,1247
01/14/2016 19:30:00,28256,143
01/14/2016 20:00:00,27761,141
01/14/2016 20:30:00,27761,140
01/14/2016 21:00:00,26268,137
01/14/2016 21:30:00,26268,134
01/14/2016 22:00:00,24461,1239
01/14/2016 22:30:00,24461,1229
01/14/2016 23:00:00,23469,1226
01/14/2016 23:30:00,23469,1175
01/15/2016 00:00:00,23872,130
01/15/2016 00:30:00,23872,129
01/15/2016 01:00:00,23568,127
01/15/2016 01:30:00,23568,126
01/15/2016 02:00:00,23165,126
01/15/2016 02:30:00,23165,126
01/15/2016 03:00:00,23430,125
01/15/2016 03:30:00,23430,125
01/15/2016 04:00:00,23579,125
01/15/2016 04:30:00,23579,125
01/15/2016 05:00:00,23774,125
01/15/2016 05:30:00,23774,124
01/15/2016 06:00:00,24270,959
01/15/2016 06:30:00,24270,960
01/15/2016 07:00:00,25719,1093
01/15/2016 07:30:00,25719,965
01/15/2016 08:00:00,26970,999
01/15/2016 08:30:00,26970,1055
01/15/2016 09:00:00,28928,1004
01/15/2016 09:30:00,28928,1183
01/15/2016 10:00:00,29243,1206
01/15/2016 10:30:00,29243,1142
01/15/2016 11:00:00,27080,1177
01/15/2016 11:30:00,27080,1120
01/15/2016 12:00:00,27363,129
01/15/2016 12:30:00,27363,130
01/15/2016 13:00:00,28408,965
01/15/2016 13:30:00,28408,1054
01/15/2016 14:00:00,29516,1100
01/15/2016 14:30:00,29516,1142
01/15/2016 15:00:00,29791,140
01/15/2016 15:30:00,29791,142
01/15/2016 16:00:00,31482,1154
01/15/2016 16:30:00,31482,1780
01/15/2016 17:00:00,33600,1785
01/15/2016 17:30:00,33600,1789
01/15/2016 18:00:00,29917,1680
01/15/2016 18:30:00,29917,1776
01/15/2016 19:00:00,28256,1247
01/15/2016 19:30:00,28256,143
01/15/2016 20:00:00,27761,141
01/15/2016 20:30:00,27761,140
01/15/2016 21:00:00,26268,137
01/15/2016 21:30:00,26268,134
01/15/2016 22:00:00,24461,1239
01/15/2016 22:30:00,24461,1229
01/15/2016 23:00:00,23469,1226
01/15/2016 23:30:00,23469,1175
01/16/2016 00:00:00,23872,130
01/16/2016 00:30:00,23872,129
01/16/2016 01:00:00,23568,127
01/16/2016 01:30:00,23568,126
01/16/2016 02:00:00,23165,126
01/16/2016 02:30:00,23165,126
01/16/2016 03:00:00,23430,125
01/16/2016 03:30:00,23430,125
01/16/2016 04:00:00,23579,125
01/16/2016 04:30:00,23579,125
01/16/2016 05:00:00,23774,125
01/16/2016 05:30:00,23774,124
01/16/2016 06:00:00,24270,959
01/16/2016 06:30:00,24270,960
01/16/2016 07:00:00,25719,1093
01/16/2016 07:30:00,25719,965
01/16/2016 08:00:00,26970,999
01/16/2016 08:30:00,26970,1055
01/16/2016 09:00:00,28928,1004
01/16/2016 09:30:00,28928,1183
01/16/2016 10:00:00,29243,1206
01/16/2016 10:30:00,29243,1142
01/16/2016 11:00:00,27080,1177
01/16/2016 11:30:00,27080,1120
01/16/2016 12:00:00,27363,129
01/16/2016 12:30:00,27363,130
01/16/2016 13:00:00,28408,965
01/16/2016 13:30:00,28408,1054
01/16/2016 14:00:00,29516,1100
01/16/2016 14:30:00,29516,1142
01/16/2016 15:00:00,29791,140
01/16/2016 15:30:00,29791,142
01/16/2016 16:00:00,31482,1154
01/16/2016 16:30:00,31482,1780
01/16/2016 17:00:00,33600,1785
01/16/2016 17:30:00,33600,1789
01/16/2016 18:00:00,29917,1680
01/16/2016 18:30:00,29917,1776
01/16/2016 19:00:00,28256,1247
01/16/2016 19:30:00,28256,143
01/16/2016 20:00:00,27761,141
01/16/2016 20:30:00,27761,140
01/16/2016 21:00:00,26268,137
01/16/2016 21:30:00,26268,134
01/16/2016 22:00:00,24461,1239
01/16/2016 22:30:00,24461,1229
01/16/2016 23:00:00,23469,1226
01/16/2016 23:30:00,23469,1175
01/17/2016 00:00:00,23872,130
01/17/2016 00:30:00,23872,129
01/17/2016 01:00:00,23568,127
01/17/2016 01:30:00,23568,126
01/17/2016 02:00:00,23165,126
01/17/2016 02:30:00,23165,126
01/17/2016 03:00:00,23430,125
01/17/2016 03:30:00,23430,125
01/17/2016 04:00:00,23579,125
01/17/2016 04:30:00,23579,125
01/17/2016 05:00:00,23774,125
01/17/2016 05:30:00,23774,124
01/17/2016 06:00:00,24270,959
01/17/2016 06:30:00,24270,960
01/17/2016 07:00:00,25719,1093
01/17/2016 07:30:00,25719,965
01/17/2016 08:00:00,26970,999
01/17/2016 08:30:00,26970,1055
01/17/2016 09:00:00,28928,1004
01/17/2016 09:30:00,28928,1183
01/17/2016 10:00:00,29243,1206
01/17/2016 10:30:00,29243,1142
01/17/2016 11:00:00,27080,1177
01/17/2016 11:30:00,27080,1120
01/17/2016 12:00:00,27363,129
01/17/2016 12:30:00,27363,130
01/17/2016 13:00:00,28408,965
01/17/2016 13:30:00,28408,1054
01/17/2016 14:00:00,29516,1100
01/17/2016 14:30:00,29516,1142
01/17/2016 15:00:00,29791,140
01/17/2016 15:30:00,29791,142
01/17/2016 16:00:00,31482,1154
01/17/2016 16:30:00,31482,1780
01/17/2016 17:00:00,33600,1785
01/17/2016 17:30:00,33600,1789
01/17/2016 18:00:00,29917,1680
01/17/2016 18:30:00,29917,1776
01/17/2016 19:00:00,28256,1247
01/17/2016 19:30:00,28256,143
01/17/2016 20:00:00,27761,141
01/17/2016 20:30:00,27761,140
01/17/2016 21:00:00,26268,137
01/17/2016 21:30:00,26268,134
01/17/2016 22:00:00,24461,1239
01/17/2016 22:30:00,24461,1229
01/17/2016 23:00:00,23469,1226
01/17/2016 23:30:00,23469,1175
01/18/2016 00:00:00,23872,130
01/18/2016 00:30:00,23872,129
01/18/2016 01:00:00,23568,127
